Country Name,Country Code,Agricultural land (% of land area),Current account balance (% of GDP),Electricity production from coal sources (% of total),Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),CO2 emissions (kg per 2000 US$ of GDP),CO2 emissions (metric tons per capita),"PM10, country level (micrograms per cubic meter)",Population density (people per sq. km),Population in urban agglomerations of more than 1 million (% of total population),"Inflation, consumer prices (annual %)",Real interest rate (%),"Highest marginal tax rate, corporate rate (%)","Highest marginal tax rate, individual rate (%)",Tax revenue (% of GDP),Ease of doing business index (1=most business-friendly regulations),Cost to export (US$ per container),Cost to import (US$ per container),Rigidity of employment index (0=less rigid to 100=more rigid),Total tax rate (% of profit),Information and communication technology expenditure per capita (current US$),Mobile cellular subscriptions (per 100 people),Telephone lines (per 100 people),Fixed broadband Internet subscribers (per 100 people),Internet users (per 100 people),General government final consumption expenditure (% of GDP),"Household final consumption expenditure, etc. (% of GDP)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),GDP per capita (constant 2000 US$),GDP per capita growth (annual %),"Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Public spending on education, total (% of GDP)","Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),"Labor participation rate, total (% of total population ages 15+)",Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),Long-term unemployment (% of total unemployment),"Unemployment, total (% of total labor force)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Population ages 15-64 (% of total),Researchers in R&D (per million people),Urban population (% of total),"Tariff rate, applied, weighted mean, all products (%)",High-technology exports (% of manufactured exports),GDP constant (2005 US$),GDP (current US$),Gross capital formation (% of GDP),Gross capital formation (annual % growth),Mortality rate infant (per 1000 live births),Mortality rate under-5 (per 1000 live births),Population (Total),Population (ages 0-14 % of total),Population (ages 15-64 % of total),Arable land (% of land area),Cereal yield (kg per hectare),Land under cereal production (hectares),LFP Female 15-64 ILO ,LFP Male 15-64 ILO ,LFP Total 15-64 ILO ,LF Tertiary Female %,LF Tertiary Male %,LF Tertiary Total %,Tertiary Enroll Female,Tertiary Enroll Male,Tertiary Enroll Total,Year
Iceland,ISL,22.75311721,-16.18361496,0,19.24805885,36852.54489,0.196586319,7.502846909,,3.107890274,,5.05322193,12.87345345,18,35.7,27.31030471,11,1269,1343,21,27.2,,105.1587786,59.91282746,31.43378931,88.89448785,24.21278875,58.21051976,34.36851007,28.36240052,45.15421911,38165.6615,3.304428654,26.68209852,22.14915564,7.528218135,1.625945087,7.672472348,5.9,20.6,72.9,78.9,,,,8,2.299999952,81.45292683,79.57,66.97929817,7166.617446,92.24,2.03,57.12461637,18073877854,20428232684,29.01530169,-13.3856664,2.2,2.8,311566,21.53910255,66.62381744,1.246882793,,,82.80000305,90.40000153,86.59999847,29,23.79999924,26.10000038,94.04133,50.40874,71.76684,2007
Israel,ISR,23.15157116,2.929703303,69.54242047,97.36830123,7001.991616,0.433895008,9.28744725,,331.797597,57.42647038,0.51010202,5.909842995,29,48,27.84507514,29,560,560,17,36,1328.821846,123.9815601,42.82115848,21.28800435,46.46174844,25.03462049,56.73678226,42.67430504,19.5463623,43.99207009,21404.82624,3.351883941,21.24750064,20.4955424,6.358974511,3.529673047,4.472363959,1.6,21.9,75.6,57.7,5.900000095,7.300000191,84,,7.300000191,80.60487805,78.8,62.09030188,,91.64,1.17,7.535910313,1.51243E+11,1.74968E+11,20.44979427,11.70103978,4.1,5.1,7180100,27.53047943,62.30078888,14.13123845,2749.799,103105,59.59999847,68.40000153,64,51,39.20000076,44.70000076,68.69579,52.57352,60.50194,2007
Italy,ITA,47.21561161,-2.437115358,16.13609671,90.54798134,5712.730089,0.384033888,7.680879094,,201.8606412,17.21808882,1.829738059,3.667468656,37.25,43,23.04489782,74,1217,1217,38,76.2,1827.205806,151.2430533,37.7547636,17.04770818,38.23824756,19.68512809,58.78091327,28.98918342,21.76626057,29.22148535,20000.52428,0.740812134,22.79922284,25.37505595,4.317029201,2.047038187,6.67687219,4,30.2,65.8,48.7,39,44.29999924,15.69999981,49.9,6.099999905,81.58360976,78.848,65.85921792,,67.92,1.76,6.627729253,1.85628E+12,2.12718E+12,22.11556135,2.730439783,3.6,4.2,59375289,14.05761242,66.04821777,24.37954715,5174.003,3933244,50.59999847,74.40000153,62.5,19.89999962,12.89999962,15.69999981,77.60312,55.42811,66.26594,2007
Japan,JPN,12.75720165,4.807965537,27.66354009,83.23684226,8473.958242,0.240944725,9.810670189,,350.537037,48.72537494,0.058183027,2.640698491,40.69,50,,13,989,1047,12,53.1,2357.999206,82.41088042,40.96868806,22.15072855,74.08206338,17.92697243,56.28498892,17.61916696,24.11353654,15.94466485,40717.51395,2.351024136,21.62605592,22.32278739,3.448450304,1.498239319,6.525326803,4.2,27.9,66.7,60.6,60.09999847,,39.90000153,32,3.900000095,82.50707317,79.19,65.54090691,5572.970243,66.32,2.84,18.9649563,4.75119E+12,4.35633E+12,22.8835819,1.742039565,2.6,3.5,127770750,13.57405376,65.40512085,11.86831276,6062.193,1983581,61.70000076,85,73.5,39.40000153,40.20000076,39.90000153,54.03181,61.42726,57.81827,2007
"Korea, Rep.",KOR,18.98472967,0.56002656,40.08020549,81.86924216,8501.981179,0.684716433,10.37868681,,499.9587288,48.15430287,2.544031311,4.380190006,27.5,35,16.55968915,23,745,745,38,31.2,1991.152352,89.76708767,46.22062902,30.35743355,74.72965164,14.69337332,54.36901867,41.92294872,29.42705379,40.4123945,15157.64236,4.760937353,17.01428061,22.15519266,4.211330407,2.835162506,3.45653381,7.4,25.9,66.6,61.3,23,42,35,0.6,3.200000048,79.3195122,76.1,72.0028716,4627.155839,81.24,7.1,33.44736783,9.33987E+11,1.04924E+12,29.42705379,3.007168109,4.2,4.9,48597652,18.00002289,71.97974396,16.47750722,6109.336,1033147,54.70000076,76.19999695,65.59999847,30.79999924,38.09999847,35,80.56198,119.14413,100.81131,2007
Luxembourg,LUX,50.57915058,9.727677708,0,89.1917516,16314.82126,0.398626125,22.57209584,,185.3254826,,2.303365771,,29.63,38.95,24.06009895,53,1250,1250,56,21.3,,142.6062463,51.70908742,26.77122375,77.33362778,14.87356469,34.11858281,174.8685468,19.49591361,143.3566079,56624.72787,4.842481672,,19.03996036,,0.647775511,6.477755113,1.8,16.9,76,55.2,25.89999962,40.09999847,29.20000076,34.5,4.099999905,79.36731707,76.66,67.76720325,4577.289118,82.56,1.76,8.846984288,42103417400,51320626630,20.96258881,12.97171889,2.4,3,479993,18.22172928,67.52446747,23.55212355,5202.925,28513,58.70000076,74.5,66.69999695,30.60000038,28.20000076,29.29999924,,,,2007
Netherlands,NLD,56.6943128,8.66773664,27.56850476,92.88138965,7096.640055,0.392976736,10.56679455,,485.2398104,12.43793683,1.616666667,2.962710464,25.5,52,23.50280658,28,880,1005,42,42.6,3172.622983,117.7228536,45.1986168,33.61678791,84.78273556,25.05539299,46.76628026,74.70615337,19.61158083,66.13940745,26889.10968,3.389061022,,,,1.607220324,7.340591748,3,19.1,73.2,65.6,60.9,30.5,3.3,41.7,3.599999905,80.27609756,78.12,67.39991319,2680.225023,81.28,1.76,25.71110446,6.86023E+11,7.82567E+11,20.42891147,6.081788595,4.1,5,16381696,18.11411285,67.44132233,31.39218009,7157.796,212300,72.30000305,84.80000305,78.59999847,30.10000038,29.89999962,30,63.01399,57.5679,60.24711,2007
Norway,NOR,3.394899435,15.60094533,0.105608237,54.79355151,24980.28839,0.216515491,9.072170728,,15.47638031,,0.728997098,4.15651027,28,40,29.17406048,10,568,488,44,42,3215.638364,106.975713,42.21918464,30.49329678,77.65430429,19.68166148,41.20822836,45.88179205,23.12019641,29.8918783,41900.79278,1.673526814,18.43707847,26.46833262,6.745107185,1.417673535,7.493969332,2.9,21.2,75.8,67.3,11.39999962,54.59999847,33.5,8.8,2.5,80.5395122,78.32,66.12052003,5247.287062,77.42,2.5,18.04608234,3.19302E+11,3.93479E+11,25.79133688,9.28739812,3,3.7,4709153,19.29084015,65.99267578,2.802024451,3855.02,311905,76.09999847,81.90000153,79,37.70000076,30.5,33.90000153,92.55542,58.82899,75.37656,2007
New Zealand,NZL,45.89294386,-7.827444185,7.129661307,67.37224972,9622.306837,0.499500776,7.718290566,,15.79432969,29.95731145,2.58577822,7.674160041,33,39,31.67091147,2,725,800,7,35.1,1636.385451,100.5417544,41.31386136,20.17406523,69.17593359,18.76577714,57.98864046,28.95690588,24.12239677,29.83372025,15452.00917,2.029480717,17.61523598,19.82966339,6.156778388,1.904722915,7.135817173,7.2,21.9,70.5,68.3,17.89999962,41.09999847,37.29999924,5.7,3.599999905,80.15121951,78.2,66.67014881,4364.606334,86.44,2.62,9.738554159,1.19789E+11,1.35292E+11,23.92760574,12.01606137,5.2,6.3,4228300,21.06310081,66.62586975,1.636853898,7916.44,117089,71.59999847,84.90000153,78.09999847,42.59999847,32.79999924,37.29999924,94.21144,64.2919,79.01181,2007
Poland,POL,53.17009039,-4.761810786,92.98946215,94.80903296,3661.646104,1.40226017,8.318849461,,125.2935415,4.468937497,2.388059701,,19,40,18.30757892,72,834,834,25,41,643.9393429,108.5733683,27.51945145,10.94947976,44.1367598,18.80990029,59.61880003,40.7572994,24.44531559,43.63131531,5932.457926,6.843229018,24.36716587,22.00681885,4.919456532,1.871871115,4.550209605,14.7,30.7,54.5,54,10.19999981,68.30000305,21.5,45.9,9.600000381,75.26243902,70.96,71.15059193,1610.06636,61.38,1.76,3.762518266,3.44744E+11,4.25322E+11,24.44530936,24.28460043,6.1,7.1,38120560,15.64286518,71.02332306,41.09120789,3249.523,8352860,56.40000153,70,63.09999847,27,17,21.5,77.96825,55.82201,66.6904,2007
Portugal,PRT,38.20765027,-9.413560175,26.43722279,79.11829244,4860.423431,0.477870014,5.473376171,,115.9380874,38.65856423,2.805070127,,25,42,22.41784661,48,580,994,43,44.8,1300.852933,126.7958732,39.62733077,14.25665762,39.74520035,20.2697672,64.96841186,32.76917689,22.20013652,40.20749247,11453.69246,1.641184397,,,,2.936506477,7.068459223,11.6,30.5,57.8,62.6,65.69999695,15.10000038,14.10000038,47.3,8,79.00317073,75.93,67.20066294,2630.047882,58.84,1.76,8.539031374,1.9923E+11,2.31742E+11,22.82783051,2.064555453,3.3,4.2,10542964,15.43831158,67.10585022,11.98207062,3427.744,318798,68.90000153,79.40000153,74.09999847,18.20000076,10.80000019,14.30000019,63.43632,52.0715,57.64466,2007
Slovak Republic,SVK,40.12474012,-4.870012542,18.72579951,70.75698997,5250.200192,0.844669059,6.846938424,,112.2103534,,2.756723716,6.799470242,19,19,14.12537251,35,1015,1050,22,48.4,948.3193647,112.427376,21.32101536,8.745454687,56.21892206,17.28706176,55.94382585,86.7186204,27.81674959,87.7662576,8106.06042,10.45831846,15.63438891,14.75865201,3.618425275,2.566923764,5.176130713,4.2,39.4,56.4,58.9,6.900000095,78,15.10000038,70.8,11,74.41926829,70.59,72.1594286,2290.268795,56.44,1.76,5.350374261,73419444099,84108560088,27.82014413,9.713583926,7.7,9.1,5374622,15.90282726,72.22750092,28.62785863,3561.152,784433,60.5,75.90000153,68.19999695,16.70000076,13.89999962,15.10000038,60.0451,40.2501,49.94615,2007
Slovenia,SVN,24.82621648,-4.856744494,36.45549425,69.14995224,7137.824175,0.560532339,7.480063148,,100.2046673,,3.611165333,1.599988448,23,41,19.64452855,58,971,1019,54,39.2,1109.293891,95.55477816,42.47255617,17.07909631,53.08732574,17.32679098,52.70194506,69.54565974,31.69300722,71.267403,13344.57019,6.200843596,,,5.206038845,2.225062469,5.61365382,10.2,34.2,54.7,59.7,,,,45.9,4.599999905,78.25,74.65,70.19843005,3109.253187,48.9,1.76,5.342410026,40404497110,47306799054,31.95502138,19.23612257,3.2,3.9,2018122,13.96050644,70.0355835,8.68917577,5339.618,100083,66.80000305,75.90000153,71.5,28.70000076,18.60000038,23.20000076,101.82289,68.9038,84.9052,2007
Sweden,SWE,7.642629103,8.407466191,0.907130042,32.9459363,15238.15021,0.165224762,5.37899269,,22.29447518,13.81731841,2.212168834,,28,56.77,19.84582302,17,561,619,38,54.5,2883.096901,111.2472415,60.18741394,30.38885048,80.14184816,25.36015468,47.73744105,51.57516687,19.30942176,43.98218436,32555.60856,1.786930674,25.43711594,31.18761009,6.673438436,1.658228001,7.413590576,2.2,21.6,76,64.9,15.60000038,53.70000076,29.79999924,13,6.099999905,81.00536585,79.02,65.59032764,5214.717898,84.46,1.76,15.69824673,3.99314E+11,4.62513E+11,20.32013251,12.56373134,2.7,3.3,9148092,16.92027283,65.56303406,6.431252132,5150.83,981900,76.90000153,81.5,79.19999695,35.29999924,25.29999924,30,92.05056,58.66686,74.95534,2007
United States,USA,44.87683804,-5.185789905,49.00507295,85.56964232,13638.39114,0.50795215,19.33879562,,32.91668122,44.55604417,2.852672482,5.050143437,40,35,11.94556342,4,960,1160,0,46.2,3343.253149,87.20737449,52.53556337,23.2794058,73.52080111,15.83492734,71.22648243,11.86513261,17.9904074,16.91694978,38072.08145,1.129951199,22.35190156,24.56199106,5.535318968,8.540814967,7.141501784,1.4,20.6,78,65.4,9.5,29.4,61.1,10,4.599999905,78.17560976,75.6,66.9149285,,81.4,1.47,28.53806251,1.36852E+13,1.44803E+13,22.3469127,-2.215170927,6.6,7.8,301231207,20.2162075,67.26051331,17.66878558,6704.344,61918861,68,80.09999847,74.09999847,,,,96.90288,68.36353,82.25604,2007
Australia,AUS,,-4.597419223,,,,,,,2.789763482,59.43767206,4.352643242,4.326511944,30,45,24.17364079,9,1200,1239,0,50.3,2334.392271,103.2111162,43.72007951,23.98305322,70.78266874,16.9724561,57.33353078,19.78718003,27.51402581,21.60719272,25248.44368,1.990965052,,,,,,,,,65.3,,,,14.9,4.199999809,81.39512195,79.2,67.40272951,,88.74,2.47,11.81368485,7.69804E+11,1.05551E+12,28.87081069,10.29874634,4.3,5.2,21249200,19.163414,67.68566895,5.724717858,1688.25,20856545,70,83.09999847,76.59999847,38.5,29.89999962,33.79999924,81.90363,62.34563,71.83235,2008
Austria,AUT,,3.256003567,,,,,,,101.1149303,20.16384696,3.182256509,,25,50,20.16517564,26,1180,1195,24,54.5,2723.774051,129.7360682,39.40301257,20.73905898,71.20937621,18.28050621,53.07571287,58.89835431,23.36853574,53.62310914,27131.81424,1.605812772,,,,,,5.6,26,68.3,60.7,,,,24.2,3.799999952,80.44756098,77.75,67.79428592,,67.16,1.15,10.92674646,3.32603E+11,4.14171E+11,22.79715164,-1.812131256,3.6,4.3,8336926,15.20351696,67.66146851,16.66464524,6834.993,840987,68.40000153,81,74.69999695,16.10000038,19.39999962,17.79999924,60.78377,51.44369,56.0321,2008
Belgium,BEL,,-2.82734556,,,,,,,353.6470608,17.54797364,4.489170141,,33.99,50,25.5541436,20,1619,1600,17,58.1,2431.741683,110.4007468,41.61789125,27.66464524,68.09820821,23.11243022,53.56769836,91.94518911,23.82353283,92.44885051,25094.45227,0.25686228,,,,,,1.8,24.7,72.8,53.7,,,,52.6,7,80.10956098,77.452,65.907317,,97.36,1.15,8.119511791,4.02509E+11,5.07379E+11,24.00375316,1.646330576,3.7,4.6,10709973,16.8276062,66.08538055,27.90620872,8885.765,350366,60.70000076,73.19999695,67,41.40000153,32.5,36.5,69.22174,55.32855,62.19873,2008
Canada,CAN,,1.767986152,,,,,,,3.663205957,43.69405369,2.370270674,0.66381537,33.5,29,12.93073053,8,1660,1785,4,45.4,2976.746394,66.32113931,54.78604922,29.5463505,75.30755237,,,,,,26643.09649,-0.493913998,,,,,,,,,67.3,,,,7.1,6.099999905,80.96487805,78.76,69.61839447,,80.4,0.95,14.83577374,1.19962E+12,1.50268E+12,23.23773339,1.226697516,5,5.8,33245773,16.83126831,69.52402496,4.866547681,3387.201,16541300,74.30000305,82.80000305,78.59999847,51.90000153,41.59999847,46.5,,,,2008
Switzerland,CHE,,1.018205318,,,,,,,191.191875,14.85380851,2.422521299,1.151795212,21.17,40,,19,1537,1505,7,28.9,4623.279845,116.3321663,63.22134505,33.67624801,75.9289588,,,,,,38108.03357,0.494589657,,,,,,,,,67.9,,,,34.3,3.400000095,82.16170732,79.83,67.81970897,,73.48,0,23.01493544,4.23512E+11,5.24289E+11,22.06209918,0.19203351,4,4.7,7647675,15.47668076,68.1071167,10.1675,6416.476,156105,76.69999695,88,82.40000153,24.79999924,37.70000076,31.70000076,48.47491,48.8847,48.68194,2008
Czech Republic,CZE,,-0.576866388,,,,,,,134.9428608,11.14254184,6.355128754,4.338303212,21,15,14.81764405,66,985,1087,11,48.6,1570.29058,132.1922567,21.72079833,16.87959789,57.82378849,20.41841217,49.71558642,77.09345692,25.31213117,72.53958667,7593.30977,1.577296367,,,,,,3.3,40.5,56.1,58.5,,,,50.2,4.400000095,77.21121951,74.06,71.18897632,,73.5,1.15,14.25887899,1.51726E+11,2.25449E+11,28.94194513,1.936183027,3.7,4.5,10384603,14.20903111,71.0666275,41.26860841,5363.531,1561343,61,78.19999695,69.69999695,15.19999981,15.39999962,15.30000019,66.23682,50.31479,58.05345,2008
Germany,DEU,,6.73034266,,,,,,,235.4276371,7.930884554,2.630734681,,29.51,45,11.79020755,27,822,887,42,50.5,2396.89055,128.5141144,62.59887867,27.52402058,75.47560929,18.09760397,56.45364212,47.16083019,19.25955605,40.97163234,25516.762,1.450868717,,,,,,2.2,29.7,68,59.8,,,,53.4,7.5,80.08853659,77.63,66.33517603,,73.64,1.15,13.52197496,2.99447E+12,3.62369E+12,19.25903468,0.573163828,3.6,4.4,82110097,13.7216568,66.04709625,34.22539655,7118.766,7038419,69.80000305,82.30000305,76.09999847,22.39999962,27.20000076,25,,,,2008
Denmark,DNK,,2.056533711,,,,,,,129.4749234,21.14090142,3.399474759,,25,62.28,35.04525028,5,744,744,7,29.9,3113.309784,124.9085075,45.34237072,36.87913673,83.34435521,26.54375843,48.87731892,54.72635728,22.41304488,52.56047951,32326.92777,-1.450429118,,,,,,2.7,22.6,74.3,66.1,,,,16.1,3.299999952,78.7004878,76.52,65.66927509,,86.68,1.15,15.70838752,2.6852E+11,3.43881E+11,22.36600135,-5.147291215,3.6,4.4,5493621,18.3188858,65.73936462,56.61088852,6017.38,1513200,77.09999847,84.40000153,80.80000305,31.89999962,26,28.79999924,89.49681,62.3744,75.67538,2008
Spain,ESP,,-9.810950136,,,,,,,91.29767927,23.37097281,4.068810649,,30,43,10.70820265,51,1121,1121,49,60.2,1687.912858,109.0477955,44.34200968,19.7459546,55.40466536,19.22504506,56.89700157,26.57799434,29.72314245,32.42318342,16262.57156,-0.640562787,,,,,,4.3,27.8,67.9,58.6,,,,23.8,11.30000019,81.08804878,78.01,68.33983633,,77.12,1.15,,1.2287E+12,1.59342E+12,29.11385307,-4.211674984,4.3,5.1,45954106,14.7034502,68.43885803,25.03608661,3580.848,6684765,63.40000153,82.09999847,72.90000153,36.09999847,28.5,31.70000076,78.35734,63.4366,70.71155,2008
Finland,FIN,,3.041770832,,,,,,,17.47311322,20.6431514,4.065951657,,26,31.5,21.39277551,14,495,575,41,47.8,3343.825389,128.5429534,31.05356853,30.45131751,82.48396177,22.34348107,52.03090472,44.63592483,21.69954229,40.70985291,28915.42897,0.735833151,,,,,,4.5,25.4,69.5,61.5,,,,18.2,6.400000095,79.79195122,76.47,66.64274341,,63.3,1.15,21.2322172,2.15951E+11,2.71974E+11,22.26046211,-3.092151122,2.7,3.3,5313399,16.7834549,66.75450897,7.426785127,3542.256,1193900,73.90000153,78.09999847,76,40.79999924,30.10000038,35.29999924,105.54934,84.975,95.01728,2008
France,FRA,,-1.919767624,,,,,,,113.7155023,22.87533468,2.813915043,,33.33,40,21.44345092,31,1078,1248,52,65.4,2371.961743,93.08668989,56.20013362,28.40675897,67.94664237,23.1778009,57.09810722,26.46076927,22.19921263,28.93589002,23567.04354,-0.343079551,,,,,,3,23.1,72.9,56.3,,,,37.9,7.400000095,81.5204878,78.02,64.98802252,,77.36,1.15,20.23727913,2.23748E+12,2.83179E+12,21.94817388,-0.766387331,3.6,4.4,64371099,18.40794373,65.07363892,33.48245262,7289.075,9618253,65.19999695,74.59999847,69.80000305,33.70000076,26.79999924,30.10000038,59.44165,47.07933,53.18593,2008
United Kingdom,GBR,,-1.498652487,,,,,,,253.8210557,25.77754419,3.993706886,1.602135378,28,40,28.46004397,6,1030,1350,10,35.3,2758.954538,125.9806125,54.08052981,28.13363339,76.02383236,21.79064784,64.48654784,28.79275776,16.76051787,31.83047131,28819.72559,-0.150794478,,,,,,1.4,21.4,76.9,62.2,,,,25.5,5.599999905,79.90336585,77.878,66.15612826,,89.94,1.15,19.26274341,2.44808E+12,2.6878E+12,17.13426854,-7.485473276,4.7,5.6,61773855,17.63032913,66.13526917,24.82122928,7420.186,3272481,69.5,82.30000305,75.90000153,34.5,30.29999924,32.20000076,67.20125,47.77903,57.24696,2008
Greece,GRC,,-14.64823222,,,,,,,87.17683476,28.89707962,4.152409355,,25,40,19.82719286,100,1153,1265,47,47.4,1437.973119,122.8016781,53.17426374,13.40750553,43.11265439,17.09780194,70.74386149,23.47340589,21.11776895,32.43283826,15203.05064,1.612526518,,,,,,11.4,21.8,66.8,54,,,,49.6,7.699999809,79.96317073,77.69,67.5883963,,61,1.15,9.955001606,2.61691E+11,3.41594E+11,24.01242662,-10.35325936,4.1,4.8,11237094,14.40673065,66.7636795,19.94879752,4407.865,1188237,55.5,78.90000153,67.30000305,30.20000076,22.79999924,25.79999924,,,,2008
Hungary,HUN,,-6.988013276,,,,,,,112.0208459,16.96640868,6.066146426,6.091436732,16,36,23.60587538,41,1300,1290,22,57.5,1371.322709,121.7765896,30.82225597,17.43388349,58.50805942,9.481499674,67.2949881,81.44972387,21.99690885,80.22312049,6215.824726,0.776302257,,,,,,4.5,32.1,63.3,50,,,,47.6,7.800000191,74.00902439,69.97,68.98137439,,67.5,1.15,24.15033319,1.15779E+11,1.54234E+11,23.54211042,3.698141578,6.2,7.2,10038188,14.87824345,68.81619263,51.16616449,5800.234,2903443,54.79999924,68,61.29999924,25.70000076,18.70000076,21.89999962,76.26135,53.16162,64.48197,2008
Ireland,IRL,,-5.340042133,,,,,,,64.24263318,24.19734843,4.053506283,,12.5,41,22.91479845,7,1109,1121,10,26.3,2779.489675,121.044496,49.7911844,20.13801285,62.7010795,,,,,,30926.95651,-4.541899666,,,,,,5.6,25.7,68.1,63.2,,,,29.4,6,79.85682927,77.53,68.33580236,,61.34,1.15,26.47677233,2.19506E+11,2.64034E+11,21.79730176,-11.9113564,3.8,4.5,4489544,20.98081207,67.91665649,15.98200029,7589.423,325306,63,80.69999695,71.90000153,41.79999924,29.39999962,34.79999924,63.92527,54.10077,59.0189,2008
Iceland,ISL,,-21.26067197,,,,,,,3.166224439,,12.68725827,-10.60006144,15,35.7,24.37308074,11,1109,1183,21,26.8,,107.9697178,60.96517482,32.66932145,90.00107116,24.36474976,54.58025574,44.33079678,23.93131065,47.20711293,37820.3143,-0.90486367,,,,,,,,,78.4,,,,4.1,3,81.57512195,79.98,67.39384026,7315.068406,92.26,1.05,36.1133238,18288606981,16832079677,24.57181761,-21.23013464,2.1,2.7,317414,21.29776192,66.79702759,1.246882793,,,81.59999847,89.5,85.59999847,30.39999962,23.89999962,26.89999962,97.71132,51.68647,74.20909,2008
Israel,ISR,,0.667288634,,,,,,,337.7449168,57.24828973,4.597472385,4.350796873,27,47,25.34983314,29,665,605,17,33.9,1490.869324,122.892951,44.11120841,23.04071804,47.88747811,24.8434785,58.25633671,39.9936564,18.45850456,41.55197617,21869.22868,2.169615524,,,,,,,,,59.7,,,,,6.199999809,81.00243902,79.1,62.14813271,,91.66,1.09,16.36979756,1.57979E+11,2.13126E+11,20.05316145,0.894243445,3.9,4.9,7308800,27.35505867,62.37937546,13.84935305,2442.927,81370,59.90000153,68.59999847,64.19999695,50.70000076,40.09999847,45.09999847,67.4448,52.18787,59.69733,2008
Italy,ITA,,-3.402550625,,,,,,,203.4139491,17.10656067,3.347834311,3.971281962,31.4,43,22.62140738,74,1231,1231,38,73.3,1905.29452,150.9906567,35.50932016,18.85774543,41.76939971,20.28968096,58.9574755,28.91835712,21.24960625,29.41511983,19586.1135,-2.07199962,,,,,,3.8,29.7,66.3,49.1,,,,47.5,6.699999809,81.94520976,79.2576,65.72893639,,68.08,1.15,6.681285137,1.83482E+12,2.30731E+12,21.63848288,-3.829104733,3.5,4.1,59832179,14.04791641,65.95848846,25.40286938,5353.022,4037602,51.59999847,74.40000153,63,21.20000076,13.5,16.60000038,77.03029,54.66254,65.60215,2008
Japan,JPN,,3.205138184,,,,,,,350.3539095,48.98333177,1.378966606,2.75945749,40.69,50,,13,989,1047,12,55.4,2571.498901,86.44600013,37.92128673,23.5758692,75.15738896,,,,,,40249.18342,-1.150194319,,,,,,,,,60.5,,,,33.3,4,82.58756098,79.29,65.15411194,,66.48,1.31,17.86556838,4.7017E+12,4.84921E+12,22.97684819,-2.986568525,2.5,3.4,127704040,13.47258472,64.88724518,11.81893004,6262.576,1940273,62.09999847,85.09999847,73.69999695,40.90000153,41.70000076,41.40000153,54.05756,61.05939,57.644,2008
"Korea, Rep.",KOR,,-0.62021541,,,,,,,501.5167148,48.06629498,4.675572519,4.137479434,27.5,35,16.29944767,23,767,747,38,33.5,1733.981336,93.82801654,43.87314173,31.83683626,75.78538071,15.28995322,54.6763131,53.00888946,31.21129507,54.18645084,15457.85177,1.98058117,,,,,,,,,60.8,,,,2.7,3.200000048,79.83268293,76.54,72.27291509,,81.46,,,9.55453E+11,9.31402E+11,31.21128532,0.262449712,3.9,4.6,48948698,17.39513779,72.23248291,16.12903226,7072.844,1018461,54.59999847,75.59999847,65.19999695,,,,82.7681,118.78678,101.75924,2008
Luxembourg,LUX,,5.38543995,,,,,,,188.6679537,,3.400264976,,29.63,38.95,23.75021728,53,1420,1420,56,21,,144.6843344,53.33060473,29.30522869,79.20536171,14.88421384,38.66739181,167.0309339,19.85824074,140.4407803,55639.46698,-1.73998345,,,,,,1.8,14.9,77.7,55,,,,38.6,5.099999905,80.52463415,78.11,67.97737847,,82.44,1.15,6.609354146,41794135204,54742739957,21.52121269,1.843090361,2.2,2.8,488650,18.00106621,67.86849976,23.93822394,6106.426,31233,58.5,74.30000305,66.5,31.10000038,30.10000038,30.5,10.3808,10.76264,10.57493,2008
Netherlands,NLD,,4.877195372,,,,,,,487.1324941,12.43221816,2.484828604,1.818536473,25.5,52,22.78198908,28,895,1020,42,39.1,3333.38242,125.4256992,44.49337886,35.3103716,86.98135725,25.00675468,46.34919942,76.69274002,20.61545639,68.66415051,27319.25635,1.599705852,,,,,,2.7,18.2,73.1,66.2,,,,36.3,2.799999952,80.40073171,78.43,67.33053285,,81.82,1.15,22.20532787,6.98399E+11,8.70811E+11,20.49787966,2.650908832,4,4.8,16445593,17.90177727,67.38324738,31.5936019,8332.279,235591,73.40000153,85.40000153,79.40000153,31.29999924,31,31.10000038,63.88826,57.93518,60.8647,2008
